Tag Counts:
Tag,Count
dns,210
http,207
http_alt,213
https,226
mail_imap,199
mail_imap_ssl,201
mail_pop3,213
mail_smtp,208
mysql,200
postgresql,215
rdp,196
ssh,218
Untagged,7494

Port/Protocol Combination Counts:
Port,Protocol,Count
10040,tcp,1
10236,icmp,1
1024,tcp,1
10350,icmp,1
10388,icmp,2
10630,icmp,1
10795,udp,1
10944,udp,1
110,icmp,204
110,tcp,213
110,udp,197
11249,tcp,1
11282,udp,1
11295,udp,1
11329,icmp,1
1138,tcp,1
11543,tcp,1
11593,icmp,1
11728,icmp,1
1185,tcp,1
11924,tcp,1
12040,icmp,1
12078,tcp,1
12168,icmp,1
1226,tcp,1
123,icmp,212
123,tcp,200
123,udp,203
12337,tcp,1
12354,icmp,1
12434,udp,1
12476,udp,1
12737,icmp,1
12784,udp,1
12857,tcp,1
13059,icmp,1
13138,icmp,1
13166,udp,1
13168,tcp,1
13252,udp,1
13512,tcp,1
13561,tcp,1
13574,tcp,1
13584,tcp,1
13597,udp,1
13747,udp,1
13888,tcp,1
14040,udp,1
14131,tcp,1
14270,udp,1
143,icmp,209
143,tcp,199
143,udp,211
14301,tcp,1
14337,icmp,1
1450,tcp,1
14572,tcp,1
14734,udp,1
14740,udp,1
14807,tcp,1
14916,udp,1
15041,tcp,1
15065,icmp,1
15205,tcp,1
15223,udp,1
15394,tcp,1
15468,tcp,1
15513,udp,1
15557,icmp,1
15573,udp,1
15588,udp,1
1559,tcp,1
15610,tcp,1
15647,icmp,1
15734,tcp,1
1589,udp,1
16020,tcp,1
16027,udp,1
1606,icmp,1
16066,udp,1
16194,udp,1
16411,icmp,1
16478,tcp,1
16519,udp,1
16600,tcp,1
16639,udp,1
1674,udp,1
16822,tcp,1
17090,udp,1
17091,udp,1
17208,tcp,1
17289,icmp,1
17573,tcp,1
17576,tcp,1
1767,icmp,1
17690,udp,1
17705,icmp,1
18007,icmp,1
18043,icmp,1
18069,tcp,1
18217,tcp,1
18495,tcp,1
18581,udp,1
18598,udp,1
18623,tcp,1
18734,tcp,1
18864,tcp,1
19208,tcp,1
19363,udp,1
19483,udp,1
19497,udp,1
19546,tcp,1
19566,udp,1
19669,icmp,1
19740,tcp,1
19749,udp,1
19776,icmp,1
19801,udp,1
19872,icmp,1
20161,icmp,1
20175,tcp,1
20484,icmp,1
20495,udp,1
20516,udp,1
20673,icmp,1
20832,udp,1
20931,udp,1
21100,udp,1
21294,udp,1
2135,icmp,1
21398,udp,1
2178,icmp,1
21789,udp,1
21835,tcp,1
22,icmp,219
22,tcp,218
